2025-10-01 16:11:19.527 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-01 22:23:58.846 [http-nio-8081-exec-3] INFO  c.l.a.controller.AiTeacherController - Calling DeepSeek API: https://api.deepseek.com/v1/chat/completions
2025-10-01 22:24:24.891 [http-nio-8081-exec-3] INFO  c.l.a.controller.AiTeacherController - API Response Status: 200 OK
2025-10-01 22:24:24.891 [http-nio-8081-exec-3] INFO  c.l.a.controller.AiTeacherController - API Response Body: {"id":"0d8a3e89-909e-4b3e-95a9-ae37c2c5d8e4","object":"chat.completion","created":1759328638,"model":"deepseek-chat","choices":[{"index":0,"message":{"role":"assistant","content":"**题目1：**  \n以下程序段中，指针 `p` 指向整型变量 `a`，请补充代码完成对 `a` 的赋值和输出。  \n```c\nint a;\nint *p = ______;  // 将p指向a\n______ = 10;      // 通过p修改a的值\nprintf(\"%d\", ______); // 输出a的值\n```\n\n**题目2：**  \n以下程序通过指针交换两个整数的值，请补充代码。  \n```c\nvoid swap(int *x, int *y) {\n    int temp = ______;\n    ______ = *y;\n    ______ = temp;\n}\nint main() {\n    int a = 5, b = 10;\n    swap(______, ______); // 调用函数交换a和b\n    printf(\"a=%d, b=%d\", a, b);\n    return 0;\n}\n```\n\n---\n\n**答案与解析**  \n\n**题目1答案：**  \n```c\nint a;\nint *p = &a;  // 将p指向a（取a的地址）\n*p = 10;      // 通过p修改a的值（解引用指针）\nprintf(\"%d\", a); // 输出a的值（直接使用变量名）\n```\n**解析：**  \n1. `&a` 表示变量 `a` 的地址，使指针 `p` 指向 `a`。  \n2. `*p = 10` 通过解引用指针 `p` 修改其指向的内存（即变量 `a`）的值。  \n3. 输出时直接使用 `a` 或 `*p` 均可，但题目要求输出 `a` 的值，因此填 `a`。  \n\n---\n\n**题目2答案：**  \n```c\nvoid swap(int *x, int *y) {\n    int temp = *x;  // 保存x指向的值\n    *x = *y;        // 将y指向的值赋给x指向的变量\n    *y = temp;      // 将临时值赋给y指向的变量\n}\nint main() {\n    int a = 5, b = 10;\n    swap(&a, &b);   // 传递a和b的地址\n    printf(\"a=%d, b=%d\", a, b);\n    return 0;\n}\n```\n**解析：**  \n1. `temp = *x` 保存指针 `x` 指向的变量的值（即 `a` 的初始值）。  \n2. `*x = *y` 将 `y` 指向的值（`b` 的值）赋给 `x` 指向的变量（`a`）。  \n3. `*y = temp` 将临时保存的原始值赋给 `y` 指向的变量（`b`）。  \n4. `swap(&a, &b)` 通过传递地址，使函数内部能直接修改 `a` 和 `b` 的值。"},"logprobs":null,"finish_reason":"stop"}],"usage":{"prompt_tokens":56,"completion_tokens":640,"total_tokens":696,"prompt_tokens_details":{"cached_tokens":0},"prompt_cache_hit_tokens":0,"prompt_cache_miss_tokens":56},"system_fingerprint":"fp_ffc7281d48_prod0820_fp8_kvcache"}
2025-10-01 22:24:46.756 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-01 22:24:46.778 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 04:06:43.862 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 04:06:43.888 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 23108 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 04:06:43.888 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 04:06:43.921 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-02 04:06:43.922 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-02 04:06:44.989 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 04:06:44.999 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 04:06:45.000 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 04:06:45.000 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 04:06:45.032 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 04:06:45.032 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1110 ms
2025-10-02 04:06:45.791 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-02 04:06:45.805 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 04:06:45.815 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 04:06:45.821 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 2.274 seconds (process running for 2.898)
2025-10-02 04:06:49.234 [File Watcher] INFO  o.s.b.d.a.LocalDevToolsAutoConfiguration$RestartingClassPathChangeChangedEventListener - Restarting due to 21 class path changes (0 additions, 20 deletions, 1 modification)
2025-10-02 04:06:49.236 [Thread-5] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 04:06:49.237 [tomcat-shutdown] INFO  o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8081"]
2025-10-02 04:06:49.243 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 04:06:49.244 [Thread-5] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8081"]
2025-10-02 04:06:49.301 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 23108 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 04:06:49.301 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 04:06:49.522 [restartedMain] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.leo.aiteacher.pojo.mapper]' package. Please check your configuration.
2025-10-02 04:06:49.575 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 04:06:49.576 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 04:06:49.577 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 04:06:49.577 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 04:06:49.586 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 04:06:49.586 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 284 ms
2025-10-02 04:06:49.687 [restartedMain] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [com/baomidou/mybatisplus/autoconfigure/MybatisPlusAutoConfiguration.class]: Failed to instantiate [org.apache.ibatis.session.SqlSessionFactory]: Factory method 'sqlSessionFactory' threw exception with message: Failed to parse mapping resource: 'file [D:\project\AiTeacher\target\classes\mapper\TeacherMapper.xml]'
2025-10-02 04:06:49.688 [restartedMain] INFO  o.a.catalina.core.StandardService - Stopping service [Tomcat]
2025-10-02 04:06:49.691 [restartedMain] INFO  o.s.b.a.l.ConditionEvaluationReportLogger - 

Error starting ApplicationContext. To display the condition evaluation report re-run your application with 'debug' enabled.
2025-10-02 04:06:49.709 [restartedMain] ERROR o.s.boot.SpringApplication - Application run failed
org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'sqlSessionFactory' defined in class path resource [com/baomidou/mybatisplus/autoconfigure/MybatisPlusAutoConfiguration.class]: Failed to instantiate [org.apache.ibatis.session.SqlSessionFactory]: Factory method 'sqlSessionFactory' threw exception with message: Failed to parse mapping resource: 'file [D:\project\AiTeacher\target\classes\mapper\TeacherMapper.xml]'
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:657)
	at org.springframework.beans.factory.support.ConstructorResolver.instantiateUsingFactoryMethod(ConstructorResolver.java:645)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.instantiateUsingFactoryMethod(AbstractAutowireCapableBeanFactory.java:1375)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBeanInstance(AbstractAutowireCapableBeanFactory.java:1205)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.doCreateBean(AbstractAutowireCapableBeanFactory.java:569)
	at org.springframework.beans.factory.support.AbstractAutowireCapableBeanFactory.createBean(AbstractAutowireCapableBeanFactory.java:529)
	at org.springframework.beans.factory.support.AbstractBeanFactory.lambda$doGetBean$0(AbstractBeanFactory.java:339)
	at org.springframework.beans.factory.support.DefaultSingletonBeanRegistry.getSingleton(DefaultSingletonBeanRegistry.java:373)
	at org.springframework.beans.factory.support.AbstractBeanFactory.doGetBean(AbstractBeanFactory.java:337)
	at org.springframework.beans.factory.support.AbstractBeanFactory.getBean(AbstractBeanFactory.java:202)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.instantiateSingleton(DefaultListableBeanFactory.java:1222)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingleton(DefaultListableBeanFactory.java:1188)
	at org.springframework.beans.factory.support.DefaultListableBeanFactory.preInstantiateSingletons(DefaultListableBeanFactory.java:1123)
	at org.springframework.context.support.AbstractApplicationContext.finishBeanFactoryInitialization(AbstractApplicationContext.java:987)
	at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:627)
	at org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext.refresh(ServletWebServerApplicationContext.java:146)
	at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:752)
	at org.springframework.boot.SpringApplication.refreshContext(SpringApplication.java:439)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:318)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1361)
	at org.springframework.boot.SpringApplication.run(SpringApplication.java:1350)
	at com.leo.aiteacher.AiTeacherApplication.main(AiTeacherApplication.java:15)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.springframework.boot.devtools.restart.RestartLauncher.run(RestartLauncher.java:50)
Caused by: org.springframework.beans.BeanInstantiationException: Failed to instantiate [org.apache.ibatis.session.SqlSessionFactory]: Factory method 'sqlSessionFactory' threw exception with message: Failed to parse mapping resource: 'file [D:\project\AiTeacher\target\classes\mapper\TeacherMapper.xml]'
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.lambda$instantiate$0(SimpleInstantiationStrategy.java:200)
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiateWithFactoryMethod(SimpleInstantiationStrategy.java:89)
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.instantiate(SimpleInstantiationStrategy.java:169)
	at org.springframework.beans.factory.support.ConstructorResolver.instantiate(ConstructorResolver.java:653)
	... 24 common frames omitted
Caused by: java.io.IOException: Failed to parse mapping resource: 'file [D:\project\AiTeacher\target\classes\mapper\TeacherMapper.xml]'
	at com.baomidou.mybatisplus.extension.spring.MybatisSqlSessionFactoryBean.buildSqlSessionFactory(MybatisSqlSessionFactoryBean.java:564)
	at com.baomidou.mybatisplus.extension.spring.MybatisSqlSessionFactoryBean.afterPropertiesSet(MybatisSqlSessionFactoryBean.java:437)
	at com.baomidou.mybatisplus.extension.spring.MybatisSqlSessionFactoryBean.getObject(MybatisSqlSessionFactoryBean.java:595)
	at com.baomidou.mybatisplus.autoconfigure.MybatisPlusAutoConfiguration.sqlSessionFactory(MybatisPlusAutoConfiguration.java:224)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.springframework.beans.factory.support.SimpleInstantiationStrategy.lambda$instantiate$0(SimpleInstantiationStrategy.java:172)
	... 27 common frames omitted
Caused by: org.apache.ibatis.builder.BuilderException: Error parsing Mapper XML. The XML location is 'file [D:\project\AiTeacher\target\classes\mapper\TeacherMapper.xml]'. Cause: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.leo.aiteacher.pojo.dto.TeacherDto'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.leo.aiteacher.pojo.dto.TeacherDto
	at org.apache.ibatis.builder.xml.XMLMapperBuilder.configurationElement(XMLMapperBuilder.java:127)
	at org.apache.ibatis.builder.xml.XMLMapperBuilder.parse(XMLMapperBuilder.java:100)
	at com.baomidou.mybatisplus.extension.spring.MybatisSqlSessionFactoryBean.buildSqlSessionFactory(MybatisSqlSessionFactoryBean.java:562)
	... 33 common frames omitted
Caused by: org.apache.ibatis.builder.BuilderException: Error resolving class. Cause: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.leo.aiteacher.pojo.dto.TeacherDto'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.leo.aiteacher.pojo.dto.TeacherDto
	at org.apache.ibatis.builder.BaseBuilder.resolveClass(BaseBuilder.java:103)
	at org.apache.ibatis.builder.xml.XMLStatementBuilder.parseStatementNode(XMLStatementBuilder.java:105)
	at org.apache.ibatis.builder.xml.XMLMapperBuilder.buildStatementFromContext(XMLMapperBuilder.java:143)
	at org.apache.ibatis.builder.xml.XMLMapperBuilder.buildStatementFromContext(XMLMapperBuilder.java:135)
	at org.apache.ibatis.builder.xml.XMLMapperBuilder.configurationElement(XMLMapperBuilder.java:125)
	... 35 common frames omitted
Caused by: org.apache.ibatis.type.TypeException: Could not resolve type alias 'com.leo.aiteacher.pojo.dto.TeacherDto'.  Cause: java.lang.ClassNotFoundException: Cannot find class: com.leo.aiteacher.pojo.dto.TeacherDto
	at org.apache.ibatis.type.TypeAliasRegistry.resolveAlias(TypeAliasRegistry.java:128)
	at org.apache.ibatis.builder.BaseBuilder.resolveAlias(BaseBuilder.java:132)
	at org.apache.ibatis.builder.BaseBuilder.resolveClass(BaseBuilder.java:101)
	... 39 common frames omitted
Caused by: java.lang.ClassNotFoundException: Cannot find class: com.leo.aiteacher.pojo.dto.TeacherDto
	at org.apache.ibatis.io.ClassLoaderWrapper.classForName(ClassLoaderWrapper.java:226)
	at org.apache.ibatis.io.ClassLoaderWrapper.classForName(ClassLoaderWrapper.java:103)
	at org.apache.ibatis.io.Resources.classForName(Resources.java:322)
	at org.apache.ibatis.type.TypeAliasRegistry.resolveAlias(TypeAliasRegistry.java:124)
	... 41 common frames omitted
2025-10-02 04:06:51.578 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 23108 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 04:06:51.579 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 04:06:51.901 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 04:06:51.902 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 04:06:51.902 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 04:06:51.902 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 04:06:51.913 [restartedMain] INFO  o.a.c.c.C.[Tomcat-1].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 04:06:51.913 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 333 ms
2025-10-02 04:06:52.061 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-02 04:06:52.067 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 04:06:52.069 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 04:06:52.071 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 0.533 seconds (process running for 9.147)
2025-10-02 04:06:52.072 [restartedMain] INFO  o.s.b.d.a.ConditionEvaluationDeltaLoggingListener - Condition evaluation unchanged
2025-10-02 04:07:06.244 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat-1].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-02 04:07:06.245 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-02 04:07:06.246 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-02 04:07:06.350 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-10-02 04:07:06.603 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@77384d0d
2025-10-02 04:07:06.604 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-10-02 04:07:06.634 [http-nio-8081-exec-1] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Encoded password does not look like BCrypt
2025-10-02 04:07:06.634 [http-nio-8081-exec-1] WARN  c.l.a.service.impl.LoginServiceImpl - 教师密码验证失败，教师ID: 1
2025-10-02 04:07:17.985 [http-nio-8081-exec-5] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Encoded password does not look like BCrypt
2025-10-02 04:07:17.985 [http-nio-8081-exec-5] WARN  c.l.a.service.impl.LoginServiceImpl - 教师密码验证失败，教师ID: 1
2025-10-02 04:08:25.119 [http-nio-8081-exec-3] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Encoded password does not look like BCrypt
2025-10-02 04:08:25.119 [http-nio-8081-exec-3] WARN  c.l.a.service.impl.LoginServiceImpl - 教师密码验证失败，教师ID: 1
2025-10-02 04:09:05.117 [http-nio-8081-exec-2] WARN  c.l.a.service.impl.LoginServiceImpl - 未提供有效的登录凭据
2025-10-02 04:09:19.359 [http-nio-8081-exec-7] WARN  o.s.s.c.bcrypt.BCryptPasswordEncoder - Encoded password does not look like BCrypt
2025-10-02 04:09:19.359 [http-nio-8081-exec-7] WARN  c.l.a.service.impl.LoginServiceImpl - 教师密码验证失败，教师ID: 1
2025-10-02 04:12:34.792 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 04:12:34.797 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 04:12:34.799 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-10-02 04:12:34.805 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-10-02 04:12:40.069 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 04:12:40.100 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 24420 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 04:12:40.101 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 04:12:40.139 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-02 04:12:40.139 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-02 04:12:41.037 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 04:12:41.046 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 04:12:41.047 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 04:12:41.047 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 04:12:41.080 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 04:12:41.081 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 942 ms
2025-10-02 04:12:41.830 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-02 04:12:41.846 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 04:12:41.857 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 04:12:41.867 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 2.11 seconds (process running for 2.639)
2025-10-02 04:12:49.326 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-02 04:12:49.326 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-02 04:12:49.327 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-02 04:12:49.434 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-10-02 04:12:49.627 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@44112760
2025-10-02 04:12:49.628 [http-nio-8081-exec-1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-10-02 04:14:27.117 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 04:14:27.122 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 04:14:27.126 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-10-02 04:14:27.131 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-10-02 04:14:30.304 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
2025-10-02 04:14:30.334 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Starting AiTeacherApplication using Java 21.0.2 with PID 27912 (D:\project\AiTeacher\target\classes started by wzs in D:\project\AiTeacher)
2025-10-02 04:14:30.334 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - No active profile set, falling back to 1 default profile: "default"
2025-10-02 04:14:30.367 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - Devtools property defaults active! Set 'spring.devtools.add-properties' to 'false' to disable
2025-10-02 04:14:30.367 [restartedMain] INFO  o.s.b.d.e.DevToolsPropertyDefaultsPostProcessor - For additional web related logging consider setting the 'logging.level.web' property to 'DEBUG'
2025-10-02 04:14:31.152 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8081 (http)
2025-10-02 04:14:31.162 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8081"]
2025-10-02 04:14:31.162 [restartedMain] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2025-10-02 04:14:31.162 [restartedMain] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
2025-10-02 04:14:31.191 [restartedMain] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-10-02 04:14:31.191 [restartedMain] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 824 ms
2025-10-02 04:14:31.849 [restartedMain] INFO  o.s.b.d.a.OptionalLiveReloadServer - LiveReload server is running on port 35729
2025-10-02 04:14:31.862 [restartedMain] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8081"]
2025-10-02 04:14:31.872 [restartedMain] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8081 (http) with context path '/'
2025-10-02 04:14:31.879 [restartedMain] INFO  c.leo.aiteacher.AiTeacherApplication - Started AiTeacherApplication in 1.869 seconds (process running for 2.289)
2025-10-02 04:14:42.439 [http-nio-8081-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-10-02 04:14:42.440 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-10-02 04:14:42.441 [http-nio-8081-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-10-02 04:15:02.757 [http-nio-8081-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-10-02 04:15:02.947 [http-nio-8081-exec-3] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@43b2259d
2025-10-02 04:15:02.948 [http-nio-8081-exec-3] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-10-02 04:18:54.902 [SpringApplicationShutdownHook] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-10-02 04:18:54.911 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
2025-10-02 04:18:54.916 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-10-02 04:18:54.920 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-10-02 04:18:58.141 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.3.Final
